游戏名称,批评空间链接,图片链接,会社,游戏官网,中央值,平均值,标准偏差,评论数
とらいあんぐるハート3 ～Sweet Songs Forever～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=492#ad,https://pics.dmm.co.jp/digital/pcgame/spacep_0011/spacep_0011ps.jpg,JANIS,http://www.sp-janis.com/janis/triangleheart3/,80,78.39,12,508
ガンナイトガール,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17250#ad,https://pics.dmm.co.jp/digital/pcgame/inheart_0019/inheart_0019ps.jpg,CandySoft(きゃんでぃそふと),https://www.candysoft.jp/ohp/01_products/gunknight-girl/,80,77.46,13,508
夜巡る、ボクらの迷子教室,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25481#ad,https://pics.dmm.co.jp/digital/pcgame/torp_0040/torp_0040ps.jpg,SAMOYED SMILE,None,80,80.05,9,500
漆黒のシャルノス ～What a beautiful tomorrow～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11437#ad,https://pics.dmm.co.jp/digital/pcgame/bpartner_0032/bpartner_0032ps.jpg,Liar-soft(ビジネスパートナー),https://liar.co.jp/stpnre_shar.html,80,78.06,12,495
Monkeys!¡,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=31276#ad,https://pics.dmm.co.jp/digital/pcgame/ncpy_0007/ncpy_0007ps.jpg,HARUKAZE,https://harukaze-soft.com/monkeys/,80,77.46,11,491
アステリズム -Astraythem-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15044#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0266/hobe_0266ps.jpg,Chuablesoft,https://www.chuable.net/ast/top.html,80,79.02,11,488
Re:birth colony -Lost azurite-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17311#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0025/akbs_0025ps.jpg,あっぷりけ,http://www.akabeesoft3.com/products/ap_rebirth/index.html,80,79.75,9,479
妻しぼり,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7805#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0018/alice_0018ps.jpg,ALICESOFT,http://www.alicesoft.com/tsumasibori/index.html,80,79.15,12,476
Ricotte ～アルペンブルの歌姫～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3008#ad,https://pics.dmm.co.jp/digital/pcgame/dcraft_0005/dcraft_0005ps.jpg,RUNE,None,80,78.27,13,472
とらいあんぐるハート2 ～さざなみ女子寮～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=491#ad,https://pics.dmm.co.jp/digital/pcgame/spacep_0014/spacep_0014ps.jpg,JANIS,http://www.sp-janis.com/janis/triangleheart2/,80,78.50,12,464
真剣で私に恋しなさい! A-1,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17715#ad,https://pics.dmm.co.jp/digital/pcgame/hawkeye_0003/hawkeye_0003ps.jpg,みなとそふと,http://www.minatosoft.com/majikoi-a/outline.php,80,79.33,8,463
宿星のガールフレンド -the destiny star of girlfriend-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26727#ad,https://pics.dmm.co.jp/digital/pcgame/hawkeye_0018/hawkeye_0018ps.jpg,mirai,http://www.mirai-soft.net/syukugar/,80,79.52,9,462
機神飛翔デモンベイン,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4569#ad,//gyutto.com/data/item_img/23/2308/2308_p_m.jpg,NitroPlus,http://www.demonbane.com/special/,80,78.59,12,460
銀色,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=234#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0110/hobe_0110ps.jpg,ねこねこソフト,None,80,77.70,13,457
フェイクアズール・アーコロジー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12834#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0016/akbs_0016ps.jpg,あっぷりけ -妹-,http://www.akabeesoft3.com/products/arcology/index.html,80,77.61,10,456
Dear My Friend Complete Version,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7068#ad,https://pics.dmm.co.jp/digital/pcgame/views_0351/views_0351ps.jpg,light,http://www.light.gr.jp/light/products/dearmy/dvd.htm,80,77.57,11,450
天秤のLa DEA。 戦女神MEMORIA,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19878#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0383/hobe_0383ps.jpg,エウシュリー,https://www.eukleia.co.jp/eushully/eu015.html,80,78.64,10,449
すみれ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20178#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0345/hobe_0345ps.jpg,ねこねこソフト,None,80,79.52,8,446
放課後シンデレラ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29457#ad,https://pics.dmm.co.jp/digital/pcgame/has_0078/has_0078ps.jpg,HOOKSOFT(HOOK),http://www.hook-net.jp/houkago/,80,79.46,9,441
PARADISE LOST,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3234#ad,https://pics.dmm.co.jp/digital/pcgame/views_0215/views_0215ps.jpg,light,http://www.light.gr.jp/light/products/paradiselost/index.html,80,76.93,16,441
つくとり,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8814#ad,https://pics.dmm.co.jp/mono/game/1274will183/1274will183ps.jpg,rúf(ruf),None,80,75.99,15,439
キミのとなりで恋してる! ～The respective happiness～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21869#ad,https://pics.dmm.co.jp/digital/pcgame/views_0467/views_0467ps.jpg,ALcotハニカム,http://www.h-comb.biz/new_title/13_fd/,80,79.47,10,438
SEVEN-BRIDGE,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4402#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0251/ggs_0251ps.jpg,Liar-soft(ビジネスパートナー),https://www.liar.co.jp/seven.html,80,77.44,10,435
ゾンビのあふれた世界で俺だけが襲われない Vol.1,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21619#ad,https://pics.dmm.co.jp/digital/pcgame/ipics_0014/ipics_0014ps.jpg,SEACOXX,http://spermation.net/seacoxx/zombie/,80,78.51,9,431
見上げてごらん、夜空の星を FINE DAYS,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23222#ad,https://pics.dmm.co.jp/digital/pcgame/will_0166/will_0166ps.jpg,PULLTOP,http://www.pulltop.com/full-of-stars/fd/,80,78.39,8,429
巨乳ファンタジー外伝,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14601#ad,https://pics.dmm.co.jp/digital/pcgame/waffle_0041/waffle_0041ps.jpg,Waffle,http://www.waffle1999.com/game/39gaiden/,80,77.91,10,429
初恋,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2332#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0435/ggs_0435ps.jpg,RUNE,None,80,76.40,13,426
アインシュタインより愛を込めて APOLLOCRISIS,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=30396#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0270/vsat_0270ps.jpg,GLOVETY,https://glovety.product.co.jp/apollocrisis/,80,79.17,10,425
美少女万華鏡 -罪と罰の少女-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23528#ad,https://pics.dmm.co.jp/digital/pcgame/views_0555/views_0555ps.jpg,ωstar,http://www.omega-star.jp/biman4html/,80,78.54,9,424
水夏A.S+ ～SUIKA～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3940#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0153/hobe_0153ps.jpg,CIRCUS,https://circus-co.jp/product/suika_as/,80,78.22,12,424
世界ノ全テ -remind of you-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2442#ad,https://pics.dmm.co.jp/digital/pcgame/gals_0007/gals_0007ps.jpg,たまソフト,None,80,77.96,14,422
DiaboLiQuE(デアボリカ),https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=440#ad,https://pics.dmm.co.jp/mono/game/505ali0033/505ali0033ps.jpg,ALICESOFT,None,80,78.98,11,421
辻堂さんのバージンロード,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=18800#ad,https://pics.dmm.co.jp/digital/pcgame/hawkeye_0012/hawkeye_0012ps.jpg,みなとカーニバル,http://www.minatocarnival.com/tsujidou-vr/index.php,80,79.50,8,418
空に刻んだパラレログラム,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27146#ad,https://pics.dmm.co.jp/digital/pcgame/nightingale_0004/nightingale_0004ps.jpg,ウグイスカグラ,http://kagura.rdy.jp/sora/,80,78.04,11,416
天ツ風 ～傀儡陣風帖～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9575#ad,https://pics.dmm.co.jp/digital/pcgame/views_0181/views_0181ps.jpg,ninetail,http://ninetail.info/tn02/index.htm,80,79.19,14,414
ONE ～輝く季節へ～ Full Voice Ver.,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2541#ad,https://pics.dmm.co.jp/digital/pcgame/next_0046/next_0046ps.jpg,NEXTON,http://nexton-net.jp/~nexton/one_full/index.html,80,77.83,14,403
ゴールデンアワー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24449#ad,https://pics.dmm.co.jp/digital/pcgame/mdetk_0010/mdetk_0010ps.jpg,NIKO,None,80,78.26,10,398
巨乳ファンタジー2,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16883#ad,https://pics.dmm.co.jp/digital/pcgame/waffle_0047/waffle_0047ps.jpg,Waffle,http://www.waffle1999.com/game/45kyonyu2/,80,78.69,10,395
グリーングリーン3 ハローグッバイ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4555#ad,https://pics.dmm.co.jp/digital/pcgame/ijam_0003/ijam_0003ps.jpg,GROOVER,None,80,78.16,11,395
つよきす3学期,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14849#ad,https://pics.dmm.co.jp/digital/pcgame/digib_0077/digib_0077ps.jpg,CandySoft(きゃんでぃそふと),https://www.candysoft.jp/ohp/01_products/tuyokiss3/index.html,80,78.58,10,390
ロケットの夏,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2318#ad,https://img.digiket.net/cg/22/ITM0022953_1_at140.jpg,TerraLunar,None,80,77.03,12,387
Maggot baits,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22341#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0301/hobe_0301ps.jpg,CLOCKUP,http://clockup.net/maggotbaits/,80,79.46,11,385
ティンクル☆くるせいだーす - Passion Star Stream -,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12769#ad,https://pics.dmm.co.jp/digital/pcgame/pencil_0014/pencil_0014ps.jpg,Lillian,http://www.lillian.jp/kurukuru2/,80,78.32,10,380
夢幻廻廊,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6135#ad,https://pics.dmm.co.jp/digital/pcgame/beye_0031/beye_0031ps.jpg,BLACK Cyc,http://www.cyc-soft.com/b-cyc-pro/mugen/index.htm,80,77.44,13,378
D+VINE［LUV］,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=446#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0116/hobe_0116ps.jpg,アボガドパワーズ,None,80,78.39,12,374
ELYSION ～永遠のサンクチュアリ～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=110#ad,https://www.suruga-ya.jp/pics/boxart_m/145003798m.jpg,Terios,None,80,77.96,14,363
天結いキャッスルマイスター,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24599#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0349/hobe_0349ps.jpg,エウシュリー,https://www.eukleia.co.jp/eushully/eu018.html,80,78.03,10,358
僕が天使になった理由 LOVE SONG OF THE ANGELS.,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17379#ad,https://pics.dmm.co.jp/digital/pcgame/kgf_0010/kgf_0010ps.jpg,OVERDRIVE,http://over-drive.jp/project/bokuten/,80,77.46,12,358
アマカノ ～Second Season～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22177#ad,https://pics.dmm.co.jp/digital/pcgame/next_0217/next_0217ps.jpg,あざらしそふと,http://azarashi-soft.nexton-net.jp/amakano-ss/,80,79.35,8,356
悪の教科書 Textbook Of Evil,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9314#ad,https://www.suruga-ya.jp/pics/boxart_m/186013803m.jpg,さんだーぼると,None,80,78.17,12,355
ものべの -happy end-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=18799#ad,https://pics.dmm.co.jp/digital/pcgame/bmnt_0003/bmnt_0003ps.jpg,Lose,None,80,79.70,13,355
木洩れ陽のノスタルジーカ -Raggio di sole nostalgico-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=17470#ad,https://pics.dmm.co.jp/digital/pcgame/qual_0001/qual_0001ps.jpg,STREGA,None,80,78.09,10,349
シロナガス島への帰還,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27632#ad,https://pics.dmm.co.jp/digital/pcgame/tabinomichi_0001/tabinomichi_0001ps.jpg,旅の道,https://shironagasu.tabinomichi.com/,80,79.80,8,348
紫影のソナーニル ～What a beautiful memories～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14286#ad,https://pics.dmm.co.jp/digital/pcgame/bpartner_0035/bpartner_0035ps.jpg,Liar-soft(ビジネスパートナー),https://www.liar.co.jp/28th_top.html,80,79.34,10,348
和香様の座する世界,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27548#ad,https://pics.dmm.co.jp/digital/pcgame/hawkeye_0022/hawkeye_0022ps.jpg,みなとカーニバル,http://www.minatocarnival.com/wakasama/,80,79.95,8,346
イブニクル2,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27115#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0047/alice_0047ps.jpg,ALICESOFT,https://www.alicesoft.com/evenicle2/,80,76.92,13,343
紅月ゆれる恋あかり,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29834#ad,https://pics.dmm.co.jp/digital/pcgame/spal_0153/spal_0153ps.jpg,CRYSTALiA,http://crystalia.amusecraft.com/yureaka/,80,79.91,9,341
Erewhon,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26604#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0407/hobe_0407ps.jpg,CLOCKUP,http://clockup.net/erewhon/,80,79.99,9,324
霞外籠逗留記,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11114#ad,https://pics.dmm.co.jp/digital/pcgame/bpartner_0001/bpartner_0001ps.jpg,raiL-soft,https://www.liar.co.jp/raiL/kagerou_top.html,80,79.46,13,323
屋上の百合霊さん,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16334#ad,https://pics.dmm.co.jp/digital/pcgame/bpartner_0025/bpartner_0025ps.jpg,Liar-soft(ビジネスパートナー),https://www.liar.co.jp/yuritop.htm,80,79.25,12,320
死に逝く君、館に芽吹く憎悪,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23562#ad,https://pics.dmm.co.jp/digital/pcgame/clear_0016/clear_0016ps.jpg,バグシステム,http://bug-system.com/product/02_si/top.html,80,78.40,9,318
Kanon Standard Edition,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4148#ad,https://pics.dmm.co.jp/mono/game/1041key0005/1041key0005ps.jpg,Key,https://key.visualarts.gr.jp/product/kanon/,80,76.79,17,318
マブラヴ オルタネイティヴ クロニクルズ 02,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14830#ad,https://pics.dmm.co.jp/digital/pcgame/muvluv_0004/muvluv_0004ps.jpg,âge(age),http://www.age-soft.com/former/Product/chronicles02/,80,79.08,8,317
カスタムメイド3D,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14003#ad,https://pics.dmm.co.jp/digital/pcgame/shall_0026/shall_0026ps.jpg,KISS,https://www.kisskiss.tv/cm3d/,80,77.86,11,316
恋ごころ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=269#ad,https://pics.dmm.co.jp/mono/game/1168ram5002/1168ram5002ps.jpg,RaM,http://ram.product.co.jp/koigokoro/index.html,80,77.58,12,316
我が姫君に栄冠を,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29938#ad,https://pics.dmm.co.jp/digital/pcgame/hawkeye_0028/hawkeye_0028ps.jpg,みなとそふと,http://www.minatosoft.com/wagahime/,80,79.78,10,313
蒼色輪廻,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3442#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0229/ggs_0229ps.jpg,美遊,None,80,77.21,12,309
SNOW ～Plus Edition～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7864#ad,https://pics.dmm.co.jp/mono/game/742smb5006/742smb5006ps.jpg,Studio Mebius,None,80,77.39,13,308
月に寄りそう乙女の作法 アペンドディスク,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20870#ad,https://pics.dmm.co.jp/digital/pcgame/navel_0003/navel_0003ps.jpg,Navel,https://project-navel.com/otomeriron/append.html,80,80.71,9,306
信天翁航海録,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13785#ad,https://pics.dmm.co.jp/digital/pcgame/bpartner_0019/bpartner_0019ps.jpg,raiL-soft,https://www.liar.co.jp/raiL/albatross_top.html,80,80.23,11,304
うみねこのなく頃に Episode4 Alliance of the golden witch,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11938#ad,https://pics.dmm.co.jp/mono/doujin/d_d0012449/d_d0012449ps.jpg,07th Expansion,https://07th-expansion.net/umi_gensaku,80,77.49,13,301
CANNONBALL ～ねこねこマシン猛レース～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2566#ad,https://pics.dmm.co.jp/mono/game/820lirs002/820lirs002ps.jpg,Liar-soft(ビジネスパートナー),https://liar.co.jp/cannonball/cbindex.html,80,78.29,14,300
コイバナ恋愛,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=34260#ad,https://pics.dmm.co.jp/digital/pcgame/has_0134/has_0134ps.jpg,ASa Project,https://www.asa-pro.com/koibana/,80,79.09,11,295
書淫、或いは失われた夢の物語。,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=336#ad,https://www.suruga-ya.jp/pics/boxart_m/145003877m.jpg,Force,http://www.languex.jp/vision/video1.html,80,79.28,12,290
Routes -ルーツ- DVD版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3150#ad,https://www.suruga-ya.jp/pics/boxart_m/145009887m.jpg,Leaf,https://leaf.aquaplus.jp/product/rts/,80,77.00,14,290
僕と、僕らの夏 完全版,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2960#ad,https://pics.dmm.co.jp/digital/pcgame/views_0349/views_0349ps.jpg,light,http://www.light.gr.jp/light/products/bokunatu/natu_dvd.htm,80,77.26,11,285
少女魔法学リトルウィッチロマネスク,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4685#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0849/ggs_0849ps.jpg,Littlewitch,http://www.littlewitch.jp/products/lw03romanesque/index.html,80,76.91,12,285
愛姉妹IV 悔しくて気持ち良かったなんて言えない,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20312#ad,https://pics.dmm.co.jp/digital/pcgame/silkys_0038/silkys_0038ps.jpg,シルキーズ,None,80,77.96,14,285
どっちのiが好きですか？,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=28075#ad,https://pics.dmm.co.jp/digital/pcgame/has_0070/has_0070ps.jpg,HOOKSOFT(HOOK),http://www.hook-net.jp/isuki/,80,79.06,10,282
narcissu 3rd -Die Dritte Welt-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12431#ad,https://www.suruga-ya.jp/pics/boxart_m/186016272m.jpg,ステージ☆なな,None,80,79.08,10,280
源平繚乱絵巻 -GIKEI-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27615#ad,https://pics.dmm.co.jp/digital/pcgame/inre_0005/inre_0005ps.jpg,インレ,http://inre-soft.com/gikei/,80,76.93,11,278
ゾンビのあふれた世界で俺だけが襲われない Vol.3,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26667#ad,https://pics.dmm.co.jp/digital/game/d_127923/d_127923pl.jpg,SEACOXX,http://www.spermation.net/seacoxx/zombie2/,80,77.74,8,277
ゾンビのあふれた世界で俺だけが襲われない Vol.2,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26666#ad,https://pics.dmm.co.jp/digital/game/d_127250/d_127250pl.jpg,SEACOXX,http://www.spermation.net/seacoxx/zombie2/,80,78.00,8,275
